Databases,Hardware,Security,Networking,Software Development,Programming Skills,Project Management,Core Technical,Communication,AI ML,Software Engineering,Business Analysis and Data Science,Communication Skills,IT Graphics Designing,Role
Beginner,Not Interested,Poor,Excellent,Average,Excellent,Poor,Excellent,Poor,Poor,Not Interested,Poor,Not Interested,Poor,API Specialist
Intermediate,Beginner,Not Interested,Beginner,Intermediate,Excellent,Intermediate,Intermediate,Not Interested,Not Interested,Excellent,Beginner,Beginner,Poor,API Specialist
Beginner,Beginner,Beginner,Not Interested,Average,Not Interested,Excellent,Not Interested,Intermediate,Not Interested,Average,Intermediate,Average,Not Interested,Project Manager
Poor,Poor,Not Interested,Beginner,Not Interested,Average,Beginner,Intermediate,Average,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Application Support Engineer
Poor,Beginner,Excellent,Excellent,Not Interested,Average,Average,Intermediate,Average,Not Interested,Not Interested,Poor,Excellent,Not Interested,Networking Engineer
Excellent,Not Interested,Average,Not Interested,Intermediate,Excellent,Average,Excellent,Average,Intermediate,Excellent,Intermediate,Not Interested,Not Interested,Software Developer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Beginner,Intermediate,Excellent,Graphics Designer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Beginner,Excellent,Not Interested,Not Interested,Average,Excellent,Not Interested,Customer Service Executive
Not Interested,Not Interested,Poor,Not Interested,Poor,Not Interested,Not Interested,Average,Intermediate,Not Interested,Not Interested,Average,Intermediate,Excellent,Graphics Designer
Poor,Excellent,Beginner,Intermediate,Poor,Beginner,Not Interested,Average,Poor,Not Interested,Average,Beginner,Beginner,Not Interested,Networking Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Average,Average,Poor,Average,Beginner,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Software Developer
Beginner,Intermediate,Poor,Excellent,Not Interested,Poor,Poor,Intermediate,Poor,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Not Interested,Beginner,Poor,Poor,Beginner,Not Interested,Not Interested,Not Interested,Excellent,Poor,Not Interested,Intermediate,Excellent,Excellent,Graphics Designer
Average,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Poor,Intermediate,Average,Not Interested,Not Interested,Not Interested,Intermediate,Poor,Application Support Engineer
Not Interested,Beginner,Beginner,Beginner,Average,Not Interested,Beginner,Intermediate,Intermediate,Poor,Not Interested,Poor,Excellent,Not Interested,Technical Writer
Poor,Beginner,Intermediate,Beginner,Not Interested,Poor,Poor,Average,Average,Not Interested,Not Interested,Poor,Intermediate,Poor,Cyber Security Specialist
Poor,Poor,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Average,Intermediate,Not Interested,Excellent,Average,Average,Poor,Software Tester
Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Average,Intermediate,Not Interested,Not Interested,Poor,Excellent,Not Interested,Helpdesk Engineer
Excellent,Average,Beginner,Not Interested,Average,Average,Beginner,Excellent,Poor,Not Interested,Average,Poor,Average,Poor,Database Administrator
Beginner,Not Interested,Poor,Not Interested,Not Interested,Intermediate,Average,Excellent,Excellent,Poor,Average,Average,Excellent,Poor,Technical Writer
Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Poor,Beginner,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Not Interested,Software Tester
Not Interested,Not Interested,Not Interested,Average,Intermediate,Intermediate,Beginner,Intermediate,Not Interested,Beginner,Intermediate,Average,Not Interested,Poor,Software Developer
Average,Beginner,Not Interested,Not Interested,Beginner,Average,Average,Intermediate,Average,Not Interested,Beginner,Beginner,Beginner,Beginner,Software Developer
Poor,Excellent,Not Interested,Intermediate,Not Interested,Average,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Beginner,Hardware Engineer
Beginner,Beginner,Not Interested,Not Interested,Beginner,Poor,Excellent,Excellent,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Application Support Engineer
Beginner,Average,Beginner,Beginner,Poor,Beginner,Beginner,Not Interested,Excellent,Poor,Beginner,Not Interested,Excellent,Poor,Helpdesk Engineer
Poor,Not Interested,Poor,Average,Not Interested,Not Interested,Not Interested,Average,Excellent,Not Interested,Not Interested,Average,Excellent,Not Interested,Helpdesk Engineer
Average,Not Interested,Not Interested,Poor,Average,Poor,Intermediate,Beginner,Beginner,Not Interested,Beginner,Intermediate,Not Interested,Poor,Business Analyst
Not Interested,Beginner,Not Interested,Poor,Not Interested,Poor,Average,Average,Excellent,Not Interested,Not Interested,Poor,Intermediate,Not Interested,Helpdesk Engineer
Poor,Poor,Not Interested,Not Interested,Poor,Beginner,Excellent,Not Interested,Excellent,Poor,Not Interested,Not Interested,Excellent,Not Interested,Customer Service Executive
Average,Not Interested,Intermediate,Poor,Beginner,Intermediate,Poor,Average,Not Interested,Intermediate,Beginner,Average,Average,Not Interested,AI ML Specialist
Not Interested,Intermediate,Average,Excellent,Beginner,Poor,Average,Average,Excellent,Not Interested,Average,Not Interested,Excellent,Not Interested,Helpdesk Engineer
Excellent,Intermediate,Intermediate,Excellent,Intermediate,Intermediate,Excellent,Excellent,Not Interested,Poor,Intermediate,Not Interested,Excellent,Beginner,Networking Engineer
Beginner,Excellent,Average,Excellent,Poor,Average,Poor,Excellent,Beginner,Not Interested,Not Interested,Poor,Beginner,Not Interested,Networking Engineer
Average,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Beginner,Not Interested,Beginner,Not Interested,Not Interested,Intermediate,Poor,Not Interested,Business Analyst
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Intermediate,Not Interested,Not Interested,Poor,Beginner,Excellent,Graphics Designer
Not Interested,Not Interested,Poor,Poor,Beginner,Beginner,Poor,Average,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Software Developer
Average,Not Interested,Not Interested,Poor,Poor,Poor,Beginner,Average,Intermediate,Not Interested,Beginner,Average,Intermediate,Not Interested,Business Analyst
Not Interested,Average,Not Interested,Not Interested,Intermediate,Average,Poor,Intermediate,Intermediate,Not Interested,Not Interested,Poor,Not Interested,Poor,API Specialist
Not Interested,Intermediate,Intermediate,Beginner,Not Interested,Excellent,Beginner,Excellent,Not Interested,Intermediate,Not Interested,Not Interested,Average,Beginner,Data Scientist
Average,Poor,Beginner,Average,Beginner,Not Interested,Average,Average,Excellent,Not Interested,Not Interested,Beginner,Excellent,Poor,Helpdesk Engineer
Average,Not Interested,Intermediate,Poor,Average,Not Interested,Average,Excellent,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Customer Service Executive
Average,Excellent,Beginner,Average,Excellent,Excellent,Intermediate,Excellent,Average,Beginner,Excellent,Beginner,Intermediate,Poor,Software Developer
Intermediate,Average,Beginner,Not Interested,Average,Excellent,Beginner,Excellent,Not Interested,Excellent,Average,Average,Excellent,Not Interested,Data Scientist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Excellent,Not Interested,Not Interested,Beginner,Average,Not Interested,Technical Writer
Intermediate,Intermediate,Beginner,Average,Excellent,Excellent,Not Interested,Excellent,Average,Excellent,Excellent,Excellent,Not Interested,Average,AI ML Specialist
Excellent,Not Interested,Not Interested,Not Interested,Excellent,Excellent,Excellent,Excellent,Excellent,Average,Not Interested,Intermediate,Not Interested,Average,Software Developer
Not Interested,Poor,Beginner,Poor,Not Interested,Not Interested,Intermediate,Beginner,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Customer Service Executive
Not Interested,Excellent,Excellent,Intermediate,Average,Average,Not Interested,Excellent,Beginner,Not Interested,Average,Not Interested,Poor,Not Interested,Hardware Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Average,Beginner,Average,Intermediate,Average,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Application Support Engineer
Intermediate,Poor,Not Interested,Average,Beginner,Average,Beginner,Average,Not Interested,Poor,Intermediate,Average,Average,Not Interested,Software Tester
Not Interested,Excellent,Not Interested,Average,Poor,Poor,Average,Average,Beginner,Poor,Beginner,Not Interested,Intermediate,Poor,Hardware Engineer
Not Interested,Beginner,Not Interested,Average,Not Interested,Beginner,Not Interested,Beginner,Poor,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Application Support Engineer
Not Interested,Beginner,Not Interested,Not Interested,Intermediate,Beginner,Beginner,Beginner,Beginner,Not Interested,Beginner,Average,Excellent,Poor,Application Support Engineer
Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Average,Beginner,Average,Not Interested,Not Interested,Beginner,Beginner,Excellent,Graphics Designer
Not Interested,Average,Not Interested,Not Interested,Beginner,Beginner,Average,Average,Intermediate,Not Interested,Not Interested,Not Interested,Average,Not Interested,Application Support Engineer
Beginner,Average,Not Interested,Poor,Beginner,Poor,Excellent,Not Interested,Excellent,Beginner,Not Interested,Not Interested,Excellent,Beginner,Project Manager
Intermediate,Not Interested,Excellent,Excellent,Average,Excellent,Not Interested,Excellent,Excellent,Average,Average,Beginner,Intermediate,Poor,Cyber Security Specialist
Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Average,Not Interested,Project Manager
Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Intermediate,Beginner,Intermediate,Not Interested,Poor,Excellent,Average,Not Interested,Project Manager
Poor,Average,Excellent,Average,Poor,Not Interested,Not Interested,Beginner,Poor,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Cyber Security Specialist
Intermediate,Poor,Not Interested,Not Interested,Beginner,Beginner,Average,Not Interested,Beginner,Poor,Not Interested,Intermediate,Not Interested,Not Interested,Business Analyst
Beginner,Not Interested,Poor,Average,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Helpdesk Engineer
Average,Not Interested,Poor,Not Interested,Poor,Beginner,Average,Excellent,Intermediate,Beginner,Average,Beginner,Intermediate,Not Interested,Business Analyst
Poor,Not Interested,Not Interested,Not Interested,Beginner,Poor,Poor,Not Interested,Intermediate,Not Interested,Beginner,Not Interested,Average,Beginner,Software Developer
Not Interested,Excellent,Beginner,Excellent,Beginner,Average,Poor,Intermediate,Intermediate,Poor,Beginner,Not Interested,Intermediate,Not Interested,Networking Engineer
Excellent,Excellent,Average,Intermediate,Not Interested,Beginner,Poor,Excellent,Not Interested,Poor,Intermediate,Beginner,Average,Poor,Database Administrator
Poor,Not Interested,Average,Excellent,Poor,Not Interested,Beginner,Not Interested,Average,Not Interested,Not Interested,Average,Excellent,Not Interested,Helpdesk Engineer
Poor,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Intermediate,Beginner,Not Interested,Excellent,Average,Not Interested,Business Analyst
Beginner,Intermediate,Beginner,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Poor,Networking Engineer
Beginner,Poor,Beginner,Average,Not Interested,Not Interested,Poor,Not Interested,Intermediate,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Helpdesk Engineer
Not Interested,Not Interested,Excellent,Not Interested,Excellent,Excellent,Not Interested,Excellent,Not Interested,Intermediate,Excellent,Not Interested,Intermediate,Beginner,Software Developer
Not Interested,Poor,Poor,Poor,Not Interested,Excellent,Poor,Intermediate,Average,Intermediate,Beginner,Poor,Poor,Not Interested,AI ML Specialist
Beginner,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,Average,Not Interested,Excellent,Excellent,Graphics Designer
Beginner,Not Interested,Poor,Not Interested,Beginner,Not Interested,Beginner,Average,Not Interested,Not Interested,Intermediate,Intermediate,Poor,Not Interested,Software Tester
Beginner,Beginner,Poor,Excellent,Not Interested,Not Interested,Average,Intermediate,Excellent,Poor,Poor,Poor,Excellent,Not Interested,Helpdesk Engineer
Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Beginner,Average,Graphics Designer
Poor,Not Interested,Not Interested,Not Interested,Not Interested,Average,Excellent,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Average,Customer Service Executive
Not Interested,Not Interested,Beginner,Not Interested,Excellent,Excellent,Poor,Intermediate,Beginner,Intermediate,Not Interested,Beginner,Average,Beginner,Software Developer
Not Interested,Average,Not Interested,Poor,Not Interested,Not Interested,Average,Average,Average,Not Interested,Not Interested,Beginner,Excellent,Beginner,Helpdesk Engineer
Not Interested,Average,Excellent,Intermediate,Not Interested,Not Interested,Average,Excellent,Excellent,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Information Security Specialist
