Databases,Hardware,Security,Networking,Software Development,Programming Skills,Project Management,Core Technical,Communication,AI ML,Software Engineering,Business Analysis and Data Science,Communication Skills,IT Graphics Designing,Role
Beginner,Intermediate,Poor,Beginner,Not Interested,Beginner,Beginner,Beginner,Intermediate,Not Interested,Poor,Not Interested,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Average,Beginner,Intermediate,Intermediate,Beginner,Not Interested,Excellent,Excellent,Poor,Average,Beginner,Intermediate,Not Interested,IT Support
Not Interested,Poor,Average,Beginner,Not Interested,Poor,Not Interested,Beginner,Poor,Not Interested,Beginner,Poor,Poor,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Poor,Poor,Not Interested,Average,Intermediate,Beginner,Intermediate,Not Interested,Beginner,Excellent,Not Interested,Not Interested,Not Interested,Software Tester
Not Interested,Not Interested,Poor,Beginner,Not Interested,Not Interested,Intermediate,Average,Intermediate,Not Interested,Poor,Average,Excellent,Not Interested,IT Support
Average,Not Interested,Not Interested,Intermediate,Not Interested,Intermediate,Intermediate,Intermediate,Excellent,Not Interested,Beginner,Beginner,Excellent,Poor,IT Support
Intermediate,Not Interested,Beginner,Not Interested,Not Interested,Average,Excellent,Intermediate,Intermediate,Not Interested,Not Interested,Excellent,Intermediate,Not Interested,Business Analyst
Beginner,Excellent,Not Interested,Excellent,Not Interested,Not Interested,Poor,Intermediate,Beginner,Not Interested,Beginner,Not Interested,Average,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Intermediate,Not Interested,Poor,Poor,Not Interested,Beginner,Excellent,Beginner,Poor,Beginner,Not Interested,Not Interested,Not Interested,Hardware Engineer
Not Interested,Not Interested,Beginner,Not Interested,Intermediate,Intermediate,Beginner,Poor,Poor,Average,Beginner,Beginner,Beginner,Average,"Data Science, ML or AI"
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Excellent,Not Interested,Not Interested,Beginner,Average,Intermediate,Frontend or Graphics Designer
Excellent,Average,Intermediate,Not Interested,Average,Average,Not Interested,Excellent,Average,Not Interested,Not Interested,Not Interested,Excellent,Beginner,Backend or databases
Not Interested,Not Interested,Poor,Beginner,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Beginner,Beginner,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Average,Beginner,Poor,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Poor,Not Interested,Excellent,Not Interested,IT Support
Poor,Not Interested,Poor,Not Interested,Average,Intermediate,Not Interested,Intermediate,Average,Excellent,Average,Intermediate,Excellent,Not Interested,"Data Science, ML or AI"
Poor,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Poor,Poor,Beginner,Not Interested,Not Interested,Poor,Beginner,Excellent,Frontend or Graphics Designer
Intermediate,Intermediate,Excellent,Excellent,Not Interested,Beginner,Not Interested,Excellent,Poor,Not Interested,Excellent,Not Interested,Poor,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Excellent,Intermediate,Excellent,Poor,Average,Not Interested,Excellent,Beginner,Not Interested,Not Interested,Poor,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Average,Average,Not Interested,Not Interested,Beginner,Intermediate,Excellent,Not Interested,Excellent,Poor,Poor,Excellent,Excellent,Beginner,Business Analyst
Intermediate,Beginner,Beginner,Poor,Poor,Intermediate,Poor,Average,Not Interested,Excellent,Average,Average,Intermediate,Not Interested,"Data Science, ML or AI"
Not Interested,Poor,Beginner,Average,Not Interested,Average,Intermediate,Not Interested,Intermediate,Beginner,Not Interested,Intermediate,Excellent,Poor,Business Analyst
Poor,Excellent,Poor,Beginner,Poor,Poor,Average,Average,Beginner,Poor,Beginner,Average,Average,Not Interested,Hardware Engineer
Beginner,Beginner,Not Interested,Poor,Average,Intermediate,Not Interested,Excellent,Average,Not Interested,Excellent,Beginner,Beginner,Poor,Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Excellent,Beginner,Excellent,Poor,Not Interested,Excellent,Excellent,Beginner,Business Analyst
Average,Beginner,Not Interested,Average,Beginner,Beginner,Poor,Excellent,Excellent,Not Interested,Not Interested,Not Interested,Intermediate,Poor,IT Support
Beginner,Excellent,Intermediate,Excellent,Average,Beginner,Intermediate,Excellent,Intermediate,Beginner,Intermediate,Average,Intermediate,Not Interested,Hardware Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Poor,Beginner,Beginner,Beginner,Not Interested,Not Interested,Average,Intermediate,Poor,Not Interested,Software Tester
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Average,Not Interested,Not Interested,Not Interested,Beginner,Average,Frontend or Graphics Designer
Intermediate,Not Interested,Poor,Average,Intermediate,Beginner,Poor,Intermediate,Intermediate,Poor,Beginner,Not Interested,Beginner,Poor,Backend or databases
Not Interested,Average,Excellent,Average,Beginner,Not Interested,Average,Intermediate,Excellent,Poor,Average,Not Interested,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Beginner,Not Interested,Poor,Not Interested,Poor,Beginner,Not Interested,Excellent,Poor,Not Interested,Excellent,Excellent,Not Interested,IT Support
Poor,Excellent,Poor,Intermediate,Beginner,Not Interested,Poor,Excellent,Average,Beginner,Average,Not Interested,Average,Poor,Hardware Engineer
Average,Poor,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Excellent,Average,Poor,Intermediate,Not Interested,Not Interested,Not Interested,Software Tester
Poor,Not Interested,Poor,Not Interested,Not Interested,Poor,Poor,Not Interested,Excellent,Not Interested,Beginner,Average,Beginner,Not Interested,Business Analyst
Not Interested,Intermediate,Not Interested,Intermediate,Excellent,Excellent,Average,Excellent,Intermediate,Average,Excellent,Not Interested,Average,Poor,Software Engineer
Not Interested,Excellent,Beginner,Average,Average,Not Interested,Beginner,Excellent,Poor,Poor,Beginner,Beginner,Beginner,Not Interested,Hardware Engineer
Beginner,Beginner,Average,Average,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Beginner,Beginner,Excellent,Not Interested,IT Support
Not Interested,Beginner,Not Interested,Average,Beginner,Not Interested,Intermediate,Not Interested,Average,Beginner,Not Interested,Excellent,Excellent,Not Interested,Business Analyst
Not Interested,Intermediate,Not Interested,Beginner,Poor,Beginner,Not Interested,Average,Not Interested,Not Interested,Poor,Not Interested,Intermediate,Beginner,"Cyber Security, Administration or Networking"
Beginner,Excellent,Excellent,Excellent,Poor,Poor,Average,Intermediate,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,"Cyber Security, Administration or Networking"
Not Interested,Beginner,Poor,Not Interested,Average,Intermediate,Beginner,Intermediate,Average,Average,Average,Average,Intermediate,Poor,"Data Science, ML or AI"
Average,Not Interested,Excellent,Excellent,Beginner,Beginner,Beginner,Average,Not Interested,Not Interested,Intermediate,Average,Excellent,Not Interested,"Cyber Security, Administration or Networking"
Poor,Not Interested,Not Interested,Poor,Average,Beginner,Beginner,Intermediate,Beginner,Not Interested,Average,Not Interested,Not Interested,Not Interested,Software Tester
Excellent,Intermediate,Intermediate,Not Interested,Excellent,Not Interested,Intermediate,Excellent,Not Interested,Not Interested,Not Interested,Beginner,Average,Poor,Backend or databases
Not Interested,Not Interested,Beginner,Not Interested,Average,Average,Poor,Intermediate,Intermediate,Beginner,Excellent,Not Interested,Intermediate,Not Interested,IT Support
Beginner,Poor,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Intermediate,Beginner,Intermediate,Average,Intermediate,Not Interested,Beginner,"Data Science, ML or AI"
Average,Poor,Not Interested,Beginner,Not Interested,Not Interested,Intermediate,Average,Excellent,Not Interested,Not Interested,Excellent,Excellent,Not Interested,Business Analyst
Intermediate,Beginner,Poor,Beginner,Not Interested,Intermediate,Excellent,Excellent,Not Interested,Excellent,Excellent,Excellent,Excellent,Average,"Data Science, ML or AI"
Average,Beginner,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Average,Excellent,Not Interested,Beginner,Average,Average,Not Interested,IT Support
Excellent,Average,Poor,Average,Average,Excellent,Beginner,Excellent,Excellent,Intermediate,Average,Intermediate,Beginner,Average,"Data Science, ML or AI"
Average,Poor,Not Interested,Poor,Average,Average,Poor,Average,Excellent,Beginner,Poor,Not Interested,Beginner,Beginner,"Data Science, ML or AI"
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Frontend or Graphics Designer
Beginner,Average,Not Interested,Average,Not Interested,Beginner,Not Interested,Average,Average,Beginner,Beginner,Poor,Intermediate,Poor,"Cyber Security, Administration or Networking"
Excellent,Not Interested,Poor,Excellent,Intermediate,Average,Not Interested,Excellent,Intermediate,Poor,Intermediate,Beginner,Intermediate,Poor,IT Support
Intermediate,Beginner,Poor,Beginner,Beginner,Intermediate,Beginner,Average,Beginner,Not Interested,Beginner,Poor,Beginner,Not Interested,IT Support
Not Interested,Not Interested,Poor,Not Interested,Average,Beginner,Not Interested,Not Interested,Excellent,Not Interested,Beginner,Not Interested,Intermediate,Excellent,Frontend or Graphics Designer
Not Interested,Beginner,Beginner,Beginner,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Average,Beginner,Not Interested,"Cyber Security, Administration or Networking"
Poor,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Excellent,Excellent,Frontend or Graphics Designer
Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Poor,Not Interested,Intermediate,Excellent,Not Interested,Average,Not Interested,Excellent,Not Interested,IT Support
Excellent,Poor,Beginner,Poor,Average,Beginner,Intermediate,Intermediate,Excellent,Not Interested,Beginner,Excellent,Intermediate,Not Interested,Business Analyst
Not Interested,Poor,Excellent,Beginner,Average,Beginner,Not Interested,Average,Average,Not Interested,Not Interested,Poor,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Poor,Intermediate,Poor,Not Interested,Not Interested,Poor,Poor,Beginner,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Poor,Beginner,Average,Intermediate,Average,Beginner,Excellent,Beginner,Not Interested,Excellent,Intermediate,Poor,Business Analyst
Intermediate,Average,Poor,Beginner,Excellent,Excellent,Poor,Intermediate,Not Interested,Intermediate,Not Interested,Not Interested,Average,Not Interested,"Data Science, ML or AI"
Not Interested,Not Interested,Poor,Poor,Poor,Beginner,Intermediate,Intermediate,Intermediate,Beginner,Average,Excellent,Excellent,Not Interested,Business Analyst
Poor,Poor,Excellent,Excellent,Not Interested,Not Interested,Excellent,Excellent,Intermediate,Not Interested,Not Interested,Poor,Average,Poor,"Cyber Security, Administration or Networking"
Intermediate,Average,Not Interested,Intermediate,Excellent,Intermediate,Average,Excellent,Average,Not Interested,Excellent,Poor,Intermediate,Not Interested,Software Engineer
Intermediate,Poor,Poor,Average,Not Interested,Average,Not Interested,Intermediate,Beginner,Not Interested,Poor,Beginner,Not Interested,Not Interested,Backend or databases
Beginner,Beginner,Excellent,Excellent,Not Interested,Beginner,Average,Beginner,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Poor,"Cyber Security, Administration or Networking"
Average,Beginner,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Excellent,Poor,Not Interested,Average,Intermediate,Not Interested,Not Interested,Software Tester
Not Interested,Not Interested,Beginner,Excellent,Poor,Beginner,Average,Average,Excellent,Not Interested,Beginner,Intermediate,Excellent,Beginner,IT Support
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Average,Not Interested,Not Interested,Not Interested,Average,Excellent,Frontend or Graphics Designer
Poor,Average,Not Interested,Intermediate,Not Interested,Beginner,Average,Excellent,Intermediate,Not Interested,Beginner,Poor,Excellent,Not Interested,IT Support
Not Interested,Not Interested,Average,Average,Intermediate,Excellent,Average,Excellent,Average,Not Interested,Excellent,Not Interested,Average,Beginner,Software Engineer
Poor,Beginner,Beginner,Poor,Intermediate,Average,Not Interested,Average,Intermediate,Not Interested,Average,Not Interested,Beginner,Not Interested,Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Poor,Average,Not Interested,Not Interested,Average,Not Interested,Intermediate,Not Interested,Software Tester
Beginner,Not Interested,Beginner,Intermediate,Poor,Beginner,Not Interested,Average,Intermediate,Poor,Poor,Beginner,Excellent,Not Interested,IT Support
Beginner,Excellent,Average,Intermediate,Beginner,Beginner,Not Interested,Intermediate,Beginner,Poor,Poor,Beginner,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
